Source IP,Destination IP,Protocol,Query,Reply 
192.168.0.1,192.168.0.4,DNS,0x5d80,52.94.216.48
192.168.0.1,192.168.0.4,DNS,0xdb6d,52.222.190.248,52.222.190.180,52.222.190.14,52.222.190.47,52.222.190.21,52.222.190.80,52.222.190.120,52.222.190.134
192.168.0.1,192.168.0.4,DNS,0x34a0,172.217.26.165
192.168.0.1,192.168.0.4,DNS,0x2462,157.240.7.26
192.168.0.1,192.168.0.4,DNS,0xad0f,31.13.78.17
192.168.0.1,192.168.0.4,DNS,0x6cb1,49.44.62.17
192.168.0.1,192.168.0.4,DNS,0xd873,52.94.218.7
192.168.0.1,192.168.0.4,DNS,0x82cb,172.217.26.174
192.168.0.1,192.168.0.4,DNS,0xd388,52.222.190.80,52.222.190.47,52.222.190.180,52.222.190.14,52.222.190.134,52.222.190.21,52.222.190.120,52.222.190.248
192.168.0.1,192.168.0.4,DNS,0x06bf,157.240.7.26
192.168.0.1,192.168.0.4,DNS,0xd57c,172.217.26.174
192.168.0.1,192.168.0.4,DNS,0xf1a2,172.217.26.174
192.168.0.1,192.168.0.4,DNS,0x550d,157.240.7.35
192.168.0.1,192.168.0.4,DNS,0x8f3e,157.240.7.20
192.168.0.1,192.168.0.4,DNS,0xe16b,52.222.181.92
192.168.0.1,192.168.0.4,DNS,0x48e4,172.217.26.174
192.168.0.1,192.168.0.4,DNS,0xec91,52.222.181.163,52.222.181.158,52.222.181.12,52.222.181.142
192.168.0.1,192.168.0.4,DNS,0xf763,52.222.181.158,52.222.181.12,52.222.181.142,52.222.181.163
192.168.0.1,192.168.0.4,DNS,0x4877,52.94.216.48
192.168.0.1,192.168.0.4,DNS,0x58d9,54.239.37.186
192.168.0.1,192.168.0.4,DNS,0xed9b,17.171.98.34
192.168.0.1,192.168.0.4,DNS,0xb2d1,54.231.88.26
192.168.0.1,192.168.0.4,DNS,0x39ed,52.222.190.21,52.222.190.180,52.222.190.47,52.222.190.120,52.222.190.80,52.222.190.134,52.222.190.14,52.222.190.248
192.168.0.1,192.168.0.4,DNS,0x4ac6,52.222.190.81,52.222.190.222,52.222.190.60,52.222.190.160,52.222.190.240,52.222.190.187,52.222.190.129,52.222.190.249
192.168.0.1,192.168.0.4,DNS,0x402c,172.217.26.194
192.168.0.1,192.168.0.4,DNS,0x15a2,52.222.181.12,52.222.181.158,52.222.181.142,52.222.181.163
192.168.0.1,192.168.0.4,DNS,0x5247,54.239.37.186
192.168.0.1,192.168.0.4,DNS,0xe530,23.100.86.91
192.168.0.1,192.168.0.4,DNS,0xadb4,52.94.218.7
192.168.0.1,192.168.0.4,DNS,0x580a,52.222.190.47,52.222.190.134,52.222.190.180,52.222.190.248,52.222.190.80,52.222.190.120,52.222.190.21,52.222.190.14
192.168.0.1,192.168.0.4,DNS,0x5be5,172.217.26.174
192.168.0.1,192.168.0.4,DNS,0xbef2,52.94.220.16
192.168.0.1,192.168.0.4,DNS,0xcf6a,52.222.190.120,52.222.190.80,52.222.190.134,52.222.190.180,52.222.190.21,52.222.190.248,52.222.190.14,52.222.190.47
192.168.0.1,192.168.0.4,DNS,0xf010,176.32.109.230
192.168.0.1,192.168.0.4,DNS,0x5d34,157.240.190.81
192.168.0.1,192.168.0.4,DNS,0x4d15,172.217.26.174
192.168.0.1,192.168.0.4,DNS,0x038f,144.2.1.1
192.168.0.1,192.168.0.4,DNS,0x61dc,192.229.237.53
192.168.0.1,192.168.0.4,DNS,0x5879,192.229.237.53
192.168.0.1,192.168.0.4,DNS,0x3508,23.57.214.252
192.168.0.1,192.168.0.4,DNS,0xbe1c,103.243.221.109,103.243.221.17,103.243.221.75,103.243.220.231,103.243.221.87,103.243.221.51,103.243.221.112
192.168.0.1,192.168.0.4,DNS,0xffa1,103.243.221.112,103.243.221.109,103.243.221.17,103.243.221.75,103.243.220.231,103.243.221.87,103.243.221.51
192.168.0.1,192.168.0.4,DNS,0x60fd,204.79.197.200,13.107.21.200
192.168.0.1,192.168.0.4,DNS,0x3408,23.57.196.59
192.168.0.1,192.168.0.4,DNS,0x5e44,175.41.138.183,175.41.142.31,46.137.205.249,175.41.133.238
192.168.0.1,192.168.0.4,DNS,0xa226,172.217.26.174
192.168.0.1,192.168.0.4,DNS,0xd533,74.125.68.154,74.125.68.156,74.125.68.157,74.125.68.155
192.168.0.1,192.168.0.4,DNS,0x9734,46.137.204.69,175.41.129.145
192.168.0.1,192.168.0.4,DNS,0xaf19,172.217.26.164
192.168.0.1,192.168.0.4,DNS,0x2990,172.217.26.163
192.168.0.1,192.168.0.4,DNS,0x9b95,151.101.37.108
192.168.0.1,192.168.0.4,DNS,0xa940,103.243.221.75,103.243.220.231,103.243.221.87,103.243.221.51,103.243.221.112,103.243.221.109,103.243.221.17
192.168.0.1,192.168.0.4,DNS,0xd1a8,23.211.205.124
192.168.0.1,192.168.0.4,DNS,0x8fae,103.229.206.238,103.229.206.182,103.229.205.253,103.229.206.185
192.168.0.1,192.168.0.4,DNS,0x07c3,23.211.142.131
192.168.0.1,192.168.0.4,DNS,0x8bcf,175.41.145.217,54.251.247.126,46.137.212.246,46.137.211.3,122.248.240.117,54.254.110.106,54.251.39.211,54.251.249.152
192.168.0.1,192.168.0.4,DNS,0x73d3,54.169.19.156,52.220.248.215,52.77.193.188,52.76.120.197,52.77.147.38,52.220.27.24,54.169.197.139,54.169.210.172
192.168.0.1,192.168.0.4,DNS,0xd698,103.229.206.238,103.229.206.180
192.168.0.1,192.168.0.4,DNS,0xf55f,182.161.72.94
192.168.0.1,192.168.0.4,DNS,0x956d,210.176.156.45,210.176.156.25
192.168.0.1,192.168.0.4,DNS,0x0bbd,52.44.215.254,52.86.61.60,52.206.85.2,52.202.238.206,52.44.223.40,52.202.8.146,54.165.163.96,52.72.13.148
192.168.0.1,192.168.0.4,DNS,0x9101,103.15.158.193
192.168.0.1,192.168.0.4,DNS,0x9ccd,23.211.206.46
192.168.0.1,192.168.0.4,DNS,0xb2b1,103.243.221.108,103.243.220.234
192.168.0.1,192.168.0.4,DNS,0x51a9,52.62.110.160
192.168.0.1,192.168.0.4,DNS,0xd118,204.154.110.79
192.168.0.1,192.168.0.4,DNS,0xbbfd,204.154.110.79
192.168.0.1,192.168.0.4,DNS,0x331d,208.81.233.32
192.168.0.1,192.168.0.4,DNS,0xfae7,63.215.202.68
192.168.0.1,192.168.0.4,DNS,0xd084,54.206.87.167,52.62.110.160
192.168.0.1,192.168.0.4,DNS,0x8d63,52.62.110.160,54.206.87.167
192.168.0.1,192.168.0.4,DNS,0xa612,204.154.111.111
192.168.0.1,192.168.0.4,DNS,0x814b,104.108.220.179
192.168.0.1,192.168.0.4,DNS,0x49a4,23.76.156.24,23.76.156.35
192.168.0.1,192.168.0.4,DNS,0xae1e,23.211.142.131
192.168.0.1,192.168.0.4,DNS,0xe890,63.215.202.67
192.168.0.1,192.168.0.4,DNS,0xa6e4,52.31.203.224,52.17.49.69,34.253.162.105
192.168.0.1,192.168.0.4,DNS,0xede0,130.211.39.103
192.168.0.1,192.168.0.4,DNS,0xa0c2,130.211.21.124
192.168.0.1,192.168.0.4,DNS,0x51cd,108.161.188.230
192.168.0.1,192.168.0.4,DNS,0x126b,52.30.135.122,52.17.32.177
192.168.0.1,192.168.0.4,DNS,0xa800,34.198.174.179,54.210.254.16,52.23.148.133,34.194.64.27,52.1.6.81,54.236.98.15,52.71.99.142,34.200.72.199
192.168.0.1,192.168.0.4,DNS,0xbe6b,35.186.198.170
192.168.0.4,192.168.0.1,DNS,R b._d,0.0.168.192
192.168.0.4,192.168.0.1,DNS,R db._,0.0.168.192
192.168.0.4,192.168.0.1,DNS,R lb._,0.0.168.192
192.168.0.1,192.168.0.4,DNS,0xcf8d,0.0.168.192
192.168.0.1,192.168.0.4,DNS,0x2b70,0.0.168.192
192.168.0.1,192.168.0.4,DNS,0xe8c1,0.0.168.192
192.168.0.1,192.168.0.4,DNS,0x0725,52.94.232.32
192.168.0.1,192.168.0.4,DNS,0xe5c4,203.190.124.23,203.190.124.29,203.190.124.21,203.190.124.16,203.190.124.26,203.190.124.20,203.190.124.15,203.190.124.19
192.168.0.1,192.168.0.4,DNS,0xa1b8,173.241.248.143
192.168.0.1,192.168.0.4,DNS,0x9aca,161.170.236.122
192.168.0.1,192.168.0.4,DNS,0xef5e,103.40.110.247
192.168.0.1,192.168.0.4,DNS,0x6561,23.211.203.89
192.168.0.1,192.168.0.4,DNS,0xdffd,106.10.165.60
192.168.0.1,192.168.0.4,DNS,0xbc27,54.255.156.101,52.74.159.44,54.254.189.128,52.220.112.155,52.76.100.115,54.179.142.85,13.228.8.159,13.228.37.253
192.168.0.1,192.168.0.4,DNS,0x12a8,54.171.245.115,54.154.143.57,54.154.199.125,52.31.141.26,52.48.224.164,54.77.147.248,52.51.12.220,54.76.75.211
192.168.0.1,192.168.0.4,DNS,0xeb4b,185.86.138.78,185.86.138.16,185.86.138.32,185.86.138.79
192.168.0.1,192.168.0.4,DNS,0x8fa8,172.217.26.165
192.168.0.1,192.168.0.4,DNS,0x2f5e,52.222.182.157
192.168.0.1,192.168.0.4,DNS,0x35be,204.154.111.111
192.168.0.1,192.168.0.4,DNS,0x33da,52.222.190.80,52.222.190.47,52.222.190.120,52.222.190.134,52.222.190.14,52.222.190.248,52.222.190.180,52.222.190.21
192.168.0.1,192.168.0.4,DNS,0x6b08,52.94.220.16
192.168.0.1,192.168.0.4,DNS,0x54ed,204.154.111.111
192.168.0.1,192.168.0.4,DNS,0x89f3,52.74.95.108,52.220.62.137
192.168.0.1,192.168.0.4,DNS,0x54e7,52.212.225.60,34.249.92.219,52.49.64.193,54.76.32.145
192.168.0.1,192.168.0.4,DNS,0x6b38,23.2.12.111
192.168.0.1,192.168.0.4,DNS,0xf19b,54.92.65.152,13.112.55.137,13.112.31.8,52.69.253.36,52.69.183.65,13.113.219.131,54.65.180.51,54.64.255.112
192.168.0.1,192.168.0.4,DNS,0xdc52,70.42.132.21
192.168.0.1,192.168.0.4,DNS,0x2c13,52.6.174.16,52.201.184.213,34.202.105.91,34.203.149.184,52.55.169.85,50.17.78.90
192.168.0.1,192.168.0.4,DNS,0xf204,50.18.177.140,50.18.56.129,50.18.60.58,184.169.131.215
192.168.0.1,192.168.0.4,DNS,0x8ca6,207.38.110.62,207.38.110.126,207.38.110.30,169.45.121.172,207.38.110.158,169.45.121.189
192.168.0.1,192.168.0.4,DNS,0x6702,52.222.184.104
192.168.0.1,192.168.0.4,DNS,0xd839,151.101.38.2
192.168.0.1,192.168.0.4,DNS,0x11f3,151.101.38.49
192.168.0.1,192.168.0.4,DNS,0xb926,204.154.111.111
192.168.0.1,192.168.0.4,DNS,0x3bdd,172.217.26.166
192.168.0.1,192.168.0.4,DNS,0x2a5f,182.161.72.72
192.168.0.1,192.168.0.4,DNS,0x7bd1,34.193.50.73,54.173.246.111,34.196.246.150,34.206.36.41,54.210.216.23,34.199.65.226,52.7.170.201
192.168.0.1,192.168.0.4,DNS,0x91e7,172.217.26.163
192.168.0.1,192.168.0.4,DNS,0xda25,52.222.187.99,52.222.187.110,52.222.187.150,52.222.187.239
192.168.0.1,192.168.0.4,DNS,0x688e,172.217.26.161
192.168.0.1,192.168.0.4,DNS,0x4430,103.243.221.109,103.243.221.75,103.243.220.231,103.243.221.17,103.243.221.51,103.243.221.112,103.243.221.87
192.168.0.1,192.168.0.4,DNS,0x02c3,129.146.12.98,129.146.12.101,129.146.14.99,129.146.13.99,129.146.12.100,129.146.13.98,129.146.14.101,129.146.14.98,129.146.14.100,129.146.14.97,129.146.13.101,129.146.14.96,129.146.13.100,129.146.13.96,129.146.13.97,129.146.12.99,129.146.12.97,129.146.12.96
192.168.0.1,192.168.0.4,DNS,0xa07e,172.217.26.174
192.168.0.1,192.168.0.4,DNS,0x8a42,103.231.98.48
192.168.0.1,192.168.0.4,DNS,0x44f9,202.58.9.200
192.168.0.1,192.168.0.4,DNS,0x7659,216.52.31.84
192.168.0.1,192.168.0.4,DNS,0xbbb6,52.210.236.22
192.168.0.1,192.168.0.4,DNS,0xa260,34.200.192.46,34.202.137.144,34.199.66.174,34.206.104.106,34.202.3.68,34.202.169.231,34.225.220.108,34.205.98.163
192.168.0.1,192.168.0.4,DNS,0x3a20,38.72.130.139
192.168.0.1,192.168.0.4,DNS,0xe4f3,106.10.198.33
192.168.0.1,192.168.0.4,DNS,0x7b83,209.15.36.23
192.168.0.1,192.168.0.4,DNS,0x7bbf,23.57.199.165
192.168.0.1,192.168.0.4,DNS,0x1332,185.84.60.23,185.84.60.24
192.168.0.1,192.168.0.4,DNS,0x03e9,103.243.220.231,103.243.221.17,103.243.221.51,103.243.221.112,103.243.221.87,103.243.221.109,103.243.221.75
192.168.0.1,192.168.0.4,DNS,0x2a4c,144.76.57.125,5.9.158.254,144.76.83.254
192.168.0.1,192.168.0.4,DNS,0x03de,104.27.137.38,104.27.136.38
192.168.0.1,192.168.0.4,DNS,0x3f18,172.217.26.166
192.168.0.1,192.168.0.4,DNS,0x4740,172.217.26.170
192.168.0.1,192.168.0.4,DNS,0xc4c6,172.217.26.163
192.168.0.1,192.168.0.4,DNS,0x67dc,104.20.110.39,104.20.111.39
192.168.0.1,192.168.0.4,DNS,0xc9c2,172.217.26.174
192.168.0.1,192.168.0.4,DNS,0x23d7,192.0.77.48
192.168.0.1,192.168.0.4,DNS,0x72ac,104.244.42.193,104.244.42.129
192.168.0.1,192.168.0.4,DNS,0xb399,66.155.40.250,66.155.40.249
192.168.0.1,192.168.0.4,DNS,0xe493,104.20.110.39,104.20.111.39
192.168.0.1,192.168.0.4,DNS,0x1aaf,157.240.7.35
192.168.0.1,192.168.0.4,DNS,0xcfba,87.236.19.122
192.168.0.1,192.168.0.4,DNS,0xa3c9,195.88.209.16
192.168.0.1,192.168.0.4,DNS,0xd80d,195.88.209.16
192.168.0.1,192.168.0.4,DNS,0x87a0,103.243.221.109,103.243.221.75,103.243.220.231,103.243.221.17,103.243.221.51,103.243.221.112,103.243.221.87
192.168.0.1,192.168.0.4,DNS,0xf59b,23.76.156.24,23.76.156.35
192.168.0.1,192.168.0.4,DNS,0x6c67,23.211.205.124
192.168.0.1,192.168.0.4,DNS,0x05af,52.5.32.169,34.197.207.184,52.200.20.142,54.210.114.48,54.173.192.55,54.236.94.183,34.206.14.85,54.88.227.100
192.168.0.1,192.168.0.4,DNS,0x0d84,52.31.203.224,52.17.49.69,34.253.162.105
192.168.0.1,192.168.0.4,DNS,0x17f1,172.217.26.174
192.168.0.1,192.168.0.4,DNS,0xe88c,23.211.142.131
192.168.0.1,192.168.0.4,DNS,0x1c88,23.211.142.131
192.168.0.1,192.168.0.4,DNS,0x512d,52.30.135.122,52.17.32.177
192.168.0.1,192.168.0.4,DNS,0x8167,107.178.242.85
192.168.0.1,192.168.0.4,DNS,0x5bfd,176.34.241.125,176.34.120.242,46.137.177.35,176.34.244.186,46.137.111.128,176.34.241.239,46.137.175.248,54.217.239.90
192.168.0.1,192.168.0.4,DNS,0x9c8c,34.205.88.17,52.20.242.25,54.210.1.114,52.71.229.141,52.20.96.67,52.7.159.102,52.7.146.89,34.194.107.160
192.168.0.1,192.168.0.4,DNS,0xc02f,52.52.96.7,52.8.72.161
192.168.0.1,192.168.0.4,DNS,0x1eb9,151.80.231.118
192.168.0.1,192.168.0.4,DNS,0xba3b,52.199.105.238,54.65.100.239,54.65.9.222,54.249.64.21
192.168.0.1,192.168.0.4,DNS,0xe268,52.30.39.78,52.31.90.95,52.19.43.104,52.209.224.131,54.229.132.127
192.168.0.1,192.168.0.4,DNS,0xc185,85.114.159.93
192.168.0.1,192.168.0.4,DNS,0x7075,34.227.130.226,52.7.85.172,54.165.129.5,54.164.249.170,52.86.68.253,54.165.89.238
192.168.0.1,192.168.0.4,DNS,0x98a3,95.154.251.125,95.154.251.120,95.154.251.152,95.154.251.133,95.154.251.137,95.154.251.131,95.154.251.121,95.154.251.123,95.154.251.155,95.154.251.144,95.154.251.132,95.154.251.149
192.168.0.1,192.168.0.4,DNS,0x8ff0,204.154.110.79
192.168.0.1,192.168.0.4,DNS,0x1115,151.101.36.166
192.168.0.1,192.168.0.4,DNS,0x3c1e,204.154.111.115
192.168.0.1,192.168.0.4,DNS,0xe9ce,172.217.26.174
192.168.0.1,192.168.0.4,DNS,0x4a7a,172.217.26.163
192.168.0.1,192.168.0.4,DNS,0x0245,52.222.190.248,52.222.190.21,52.222.190.120,52.222.190.180,52.222.190.134,52.222.190.80,52.222.190.14,52.222.190.47
192.168.0.1,192.168.0.4,DNS,0x2b3e,52.94.216.48
192.168.0.1,192.168.0.4,DNS,0x25f5,172.217.26.163
192.168.0.1,192.168.0.4,DNS,0x56f4,172.217.26.174
192.168.0.1,192.168.0.4,DNS,0x149b,216.58.220.34
192.168.0.1,192.168.0.4,DNS,0xc7aa,172.217.26.166
192.168.0.1,192.168.0.4,DNS,0x448b,52.222.187.150,52.222.187.239,52.222.187.110,52.222.187.99
192.168.0.1,192.168.0.4,DNS,0x4b0c,172.217.26.161
192.168.0.1,192.168.0.4,DNS,0x3bfe,172.217.26.164
192.168.0.1,192.168.0.4,DNS,0xa8e1,54.208.233.154,52.20.134.145,52.206.75.197,54.88.230.78,52.22.182.81,34.203.65.198,34.228.252.63
192.168.0.1,192.168.0.4,DNS,0x7db1,106.10.198.33
192.168.0.1,192.168.0.4,DNS,0x8c83,52.222.184.104
192.168.0.1,192.168.0.4,DNS,0xd2fe,64.38.119.27
192.168.0.1,192.168.0.4,DNS,0x2781,8.41.222.241
192.168.0.1,192.168.0.4,DNS,0x2fcb,103.40.110.247
192.168.0.1,192.168.0.4,DNS,0xcadd,151.101.36.68
192.168.0.1,192.168.0.4,DNS,0xc66a,107.21.249.145,107.21.250.221,54.225.147.109,184.73.199.125,107.21.249.100,184.73.198.136,184.73.198.200,54.225.186.185,107.21.249.50,184.73.199.81,184.73.198.237,184.73.196.217,54.225.202.195,184.73.198.9,107.21.248.242,107.21.249.217,107.21.250.154,184.73.198.130,107.21.249.135,54.225.255.135
192.168.0.1,192.168.0.4,DNS,0xd4ba,5.196.119.250,5.196.119.249
192.168.0.1,192.168.0.4,DNS,0x43cf,34.192.40.36,52.55.84.181,34.204.163.196,34.200.73.118,52.2.17.153,54.165.227.113
192.168.0.1,192.168.0.4,DNS,0x6d85,172.217.26.174
192.168.0.1,192.168.0.4,DNS,0xc431,13.107.21.200,204.79.197.200
192.168.0.1,192.168.0.4,DNS,0xadf7,46.137.204.69,175.41.129.145
192.168.0.1,192.168.0.4,DNS,0x09d8,176.58.88.125
192.168.0.1,192.168.0.4,DNS,0x4c94,151.101.37.134
192.168.0.1,192.168.0.4,DNS,0xb0cf,23.57.196.59
192.168.0.1,192.168.0.4,DNS,0xc762,192.229.237.53
192.168.0.1,192.168.0.4,DNS,0xc0a9,176.58.88.38
192.168.0.1,192.168.0.4,DNS,0x7ea0,103.243.221.51,103.243.221.17,103.243.221.112,103.243.221.75,103.243.220.231,103.243.221.87,103.243.221.109
192.168.0.1,192.168.0.4,DNS,0xfb9a,23.76.156.24,23.76.156.35
192.168.0.1,192.168.0.4,DNS,0x020b,52.94.220.16
192.168.0.1,192.168.0.4,DNS,0xeaa0,52.222.190.14,52.222.190.47,52.222.190.80,52.222.190.134,52.222.190.120,52.222.190.21,52.222.190.180,52.222.190.248
192.168.0.1,192.168.0.4,DNS,0xe503,172.217.26.163
192.168.0.1,192.168.0.4,DNS,0x800c,216.58.220.34
192.168.0.1,192.168.0.4,DNS,0x34c2,23.57.214.252
192.168.0.1,192.168.0.4,DNS,0x8fdc,103.243.220.231,103.243.221.87,103.243.221.109,103.243.221.51,103.243.221.17,103.243.221.112,103.243.221.75
192.168.0.1,192.168.0.4,DNS,0x3a3a,52.76.225.211,52.77.127.134,54.169.174.40,52.77.67.199,52.77.146.53,52.77.166.197,52.77.60.41,54.169.16.240
192.168.0.1,192.168.0.4,DNS,0xd539,119.42.60.108,119.42.60.92,119.42.60.116
192.168.0.1,192.168.0.4,DNS,0x9d72,207.244.67.98,108.59.0.8,207.244.67.99,207.244.110.3,207.244.108.217,207.244.66.112,162.210.197.137
192.168.0.1,192.168.0.4,DNS,0xa39b,35.189.138.238,104.198.93.117,35.187.212.212,35.187.213.71,35.187.199.18
192.168.0.1,192.168.0.4,DNS,0x5c3e,52.68.100.90,54.199.233.123,52.68.190.255,54.238.194.140,54.178.248.75
192.168.0.1,192.168.0.4,DNS,0xd971,52.71.161.112,52.7.37.173,52.20.228.74,54.85.200.243,54.210.232.196,54.210.75.202,34.194.80.56,54.85.32.27
192.168.0.1,192.168.0.4,DNS,0x9b8e,188.165.4.142,188.165.137.78,87.98.128.108,87.98.228.78,87.98.242.60,87.98.252.5,94.23.73.243,94.23.171.206
192.168.0.1,192.168.0.4,DNS,0xa62e,54.183.83.241,52.9.162.212,52.8.84.227,54.215.153.210
192.168.0.1,192.168.0.4,DNS,0xe999,149.174.66.131,152.163.13.4
192.168.0.1,192.168.0.4,DNS,0x5463,54.255.228.44,52.76.6.48,54.254.167.163,52.221.155.203
192.168.0.1,192.168.0.4,DNS,0x67bc,103.231.98.48
192.168.0.1,192.168.0.4,DNS,0x533c,107.178.248.96
192.168.0.1,192.168.0.4,DNS,0x94d5,103.243.221.17,103.243.221.112,103.243.221.75,103.243.220.231,103.243.221.87,103.243.221.109,103.243.221.51
192.168.0.1,192.168.0.4,DNS,0x5e07,185.63.144.1
192.168.0.1,192.168.0.4,DNS,0xf7bc,209.15.36.32
192.168.0.1,192.168.0.4,DNS,0x46ba,144.2.1.1
192.168.0.1,192.168.0.4,DNS,0xcbaf,104.122.118.108
192.168.0.1,192.168.0.4,DNS,0x7c62,130.211.8.148
192.168.0.1,192.168.0.4,DNS,0xa36a,52.200.201.54,54.174.28.12
192.168.0.1,192.168.0.4,DNS,0x99c7,172.217.26.174
192.168.0.1,192.168.0.4,DNS,0x2dab,172.217.26.174
192.168.0.1,192.168.0.4,DNS,0x16e4,172.217.26.161
192.168.0.1,192.168.0.4,DNS,0x98eb,172.217.26.174
192.168.0.1,192.168.0.4,DNS,0x354d,52.94.216.48
192.168.0.1,192.168.0.4,DNS,0x36fd,52.222.190.14,52.222.190.47,52.222.190.120,52.222.190.134,52.222.190.248,52.222.190.180,52.222.190.21,52.222.190.80
192.168.0.1,192.168.0.4,DNS,0x7a44,52.94.216.48
192.168.0.1,192.168.0.4,DNS,0x9474,52.222.190.47,52.222.190.120,52.222.190.134,52.222.190.248,52.222.190.180,52.222.190.21,52.222.190.80,52.222.190.14
192.168.0.1,192.168.0.4,DNS,0x61d8,172.217.26.174
192.168.0.1,192.168.0.4,DNS,0x7ab0,52.200.201.54,54.174.28.12
192.168.0.1,192.168.0.4,DNS,0x713e,52.94.220.16
192.168.0.1,192.168.0.4,DNS,0x1250,52.222.190.21,52.222.190.248,52.222.190.180,52.222.190.120,52.222.190.47,52.222.190.14,52.222.190.80,52.222.190.134
192.168.0.1,192.168.0.4,DNS,0xcb20,172.217.26.174
192.168.0.1,192.168.0.4,DNS,0x0ecd,216.58.197.78
192.168.0.1,192.168.0.4,DNS,0xa98f,52.200.201.54,54.174.28.12
192.168.0.4,192.168.0.1,DNS,R 4.0.,4.0.168.192
192.168.0.4,192.168.0.1,DNS,R 4.0.,4.0.168.192
192.168.0.1,192.168.0.4,DNS,0xb8b1,157.240.7.20
192.168.0.1,192.168.0.4,DNS,0xf5fa,74.125.68.188
192.168.0.1,192.168.0.4,DNS,0xb352,172.217.26.164
192.168.0.1,192.168.0.4,DNS,0xdd98,144.2.1.1
192.168.0.4,192.168.0.1,DNS,R 4.0.,4.0.168.192
192.168.0.1,192.168.0.4,DNS,0x4da8,172.217.26.174
192.168.0.1,192.168.0.4,DNS,0xb5e9,130.211.8.148
192.168.0.1,192.168.0.4,DNS,0x2599,157.240.7.35
192.168.0.1,192.168.0.4,DNS,0xd967,52.94.220.16
192.168.0.4,192.168.0.1,DNS,R 4.0.,4.0.168.192
192.168.0.1,192.168.0.4,DNS,0x8fae,4.0.168.192
192.168.0.1,192.168.0.4,DNS,0xa99a,4.0.168.192
192.168.0.1,192.168.0.4,DNS,0x29b0,52.222.190.14,52.222.190.80,52.222.190.134,52.222.190.21,52.222.190.248,52.222.190.180,52.222.190.120,52.222.190.47
192.168.0.1,192.168.0.4,DNS,0xbca5,172.217.26.161
192.168.0.1,192.168.0.4,DNS,0x1f5d,172.217.26.174
192.168.0.1,192.168.0.4,DNS,0xe60a,54.239.35.131
192.168.0.1,192.168.0.4,DNS,0xbc0b,172.217.26.194
192.168.0.1,192.168.0.4,DNS,0x7215,23.99.92.253
192.168.0.1,192.168.0.4,DNS,0x1544,52.222.190.219,52.222.190.246,52.222.190.92,52.222.190.135,52.222.190.230,52.222.190.172,52.222.190.58,52.222.190.43
192.168.0.1,192.168.0.4,DNS,0x6204,216.58.221.131
192.168.0.1,192.168.0.4,DNS,0x4a16,52.200.201.54,54.174.28.12
192.168.0.1,192.168.0.4,DNS,0xc220,52.220.85.194,52.74.195.58
192.168.0.1,192.168.0.4,DNS,0xbdb3,172.217.26.170
192.168.0.1,192.168.0.4,DNS,0x170e,172.217.26.163
192.168.0.1,192.168.0.4,DNS,0x7512,216.12.219.99
192.168.0.1,192.168.0.4,DNS,0xb44f,23.52.64.198
192.168.0.1,192.168.0.4,DNS,0x9770,23.52.64.198
192.168.0.1,192.168.0.4,DNS,0x7d63,172.217.26.174
192.168.0.1,192.168.0.4,DNS,0x1eef,54.179.185.245,52.220.252.120
192.168.0.1,192.168.0.4,DNS,0xd726,172.217.26.168
192.168.0.1,192.168.0.4,DNS,0x73dd,23.52.64.198
192.168.0.1,192.168.0.4,DNS,0x493d,104.19.195.102,104.19.193.102,104.19.192.102,104.19.196.102,104.19.194.102
192.168.0.1,192.168.0.4,DNS,0x6753,46.105.202.39
192.168.0.1,192.168.0.4,DNS,0xf393,106.10.193.30
192.168.0.1,192.168.0.4,DNS,0xf0b8,157.240.7.26
192.168.0.1,192.168.0.4,DNS,0x6ee3,172.217.26.174
192.168.0.1,192.168.0.4,DNS,0xd11e,52.222.190.38,52.222.190.182,52.222.190.49,52.222.190.116,52.222.190.106,52.222.190.37,52.222.190.147,52.222.190.104
192.168.0.1,192.168.0.4,DNS,0x1353,74.125.68.157,74.125.68.154,74.125.68.156,74.125.68.155
192.168.0.1,192.168.0.4,DNS,0x3b31,172.217.26.174
192.168.0.1,192.168.0.4,DNS,0x967d,149.202.76.6
192.168.0.1,192.168.0.4,DNS,0x20ba,52.222.181.234
192.168.0.1,192.168.0.4,DNS,0x3ccb,52.187.73.92
192.168.0.1,192.168.0.4,DNS,0xd0fb,172.217.26.174
192.168.0.1,192.168.0.4,DNS,0x6853,172.217.26.163
192.168.0.1,192.168.0.4,DNS,0x8faf,52.54.149.168,34.202.72.69,52.21.230.197
192.168.0.1,192.168.0.4,DNS,0xe3ff,172.217.26.166
192.168.0.1,192.168.0.4,DNS,0xcb24,172.217.26.165
192.168.0.1,192.168.0.4,DNS,0x4888,23.52.64.198
192.168.0.1,192.168.0.4,DNS,0xbcca,52.94.220.16
192.168.0.1,192.168.0.4,DNS,0x14fc,52.222.190.14,52.222.190.248,52.222.190.47,52.222.190.180,52.222.190.134,52.222.190.21,52.222.190.120,52.222.190.80
192.168.0.1,192.168.0.4,DNS,0x0d94,151.101.36.207
192.168.0.1,192.168.0.4,DNS,0x13b4,52.66.170.71,35.154.52.22
192.168.0.1,192.168.0.4,DNS,0x88aa,50.31.164.175,162.247.242.18,162.247.242.20,50.31.164.174,50.31.164.173,162.247.242.19
192.168.0.1,192.168.0.4,DNS,0x4f54,172.217.26.174
192.168.0.1,192.168.0.4,DNS,0x5ad1,172.217.26.174
